Annuncio,Link,Marca,Modello,Modello_plus_info,Prezzo_scont,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-ecf8dae5-be50-468c-9a31-e28203123f6e,BMW,118,d Msport auto,,€ 32.400,20.966 km,Automatico,03/2024,Diesel,110 kW (150 CV),
"BMW
120
120d xDrive 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-5p-msport-diesel-beige-fbb3e889-78a1-4863-89f6-4d459850b8ef,BMW,120,120d xDrive 5p. Msport,,€ 40.000,25.600 km,Automatico,07/2024,Diesel,140 kW (190 CV),
"BMW
116
5-porte 116 Msport Premium Package",https://www.autoscout24.it/annunci/bmw-116-5-porte-116-msport-premium-package-benzina-bianco-867828ab-010f-483d-8ded-8428348a96b5,BMW,116,5-porte 116 Msport Premium Package,,€ 31.500,- km,Automatico,07/2025,Benzina,90 kW (122 CV),
"BMW
118
iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA",https://www.autoscout24.it/annunci/bmw-118-ia-5p-auto-msport-18-m-sport-black-line-ok-neopa-benzina-nero-0bcf78b8-d4c3-4d95-aba8-cd348d2132ba,BMW,118,"iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA",,€ 30.800,9.990 km,Automatico,05/2024,Benzina,100 kW (136 CV),
,https://www.autoscout24.it/annunci/bmw-118-d-msport-pro-auto-diesel-nero-cc4996e9-5231-4e89-9cef-026d285089c0,BMW,118,d MSport Pro auto,,€ 38.600,,,,,,
"BMW
118
d MSport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-grigio-2e139937-4d27-4857-9e38-26bc024bdefd,BMW,118,d MSport auto,,€ 38.000,2.278 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
118d 5p. MSport",https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-diesel-bianco-94fe0b3b-83c6-4e50-85c1-a35aa3b70a0e,BMW,118,118d 5p. MSport,,€ 36.890,9.652 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
118d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-118-118d-5p-m-sport-diesel-blu-azzurro-aeebcc40-583b-4d89-b5c8-f406e72ac4cc,BMW,118,118d 5p. M Sport,,€ 30.850,50.224 km,Automatico,07/2022,Diesel,110 kW (150 CV),
"BMW
120
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-i-5p-msport-benzina-blu-azzurro-9d17249e-6698-4057-ba3c-d89bd5944f2b,BMW,120,i 5p. Msport,,€ 32.950,37.700 km,Automatico,12/2020,Benzina,131 kW (178 CV),
"BMW
120
120 d xDrive M-SPORT NAVI VIRTUAL CAMERA LED PDC",https://www.autoscout24.it/annunci/bmw-120-120-d-xdrive-m-sport-navi-virtual-camera-led-pdc-diesel-bianco-8fb83bcb-c553-43e3-a1c9-d7d157179e08,BMW,120,120 d xDrive M-SPORT NAVI VIRTUAL CAMERA LED PDC,,€ 33.700,25.400 km,Automatico,06/2024,Diesel,140 kW (190 CV),
"BMW
120
120d Msport auto",https://www.autoscout24.it/annunci/bmw-120-120d-msport-auto-diesel-nero-1b55c262-ae0c-4d7c-8138-30d523dae39a,BMW,120,120d Msport auto,,€ 33.200,11.400 km,Automatico,06/2024,Diesel,140 kW (190 CV),
"BMW
116
5-porte 116 Msport Premium Package",https://www.autoscout24.it/annunci/bmw-116-5-porte-116-msport-premium-package-benzina-bianco-5e5980f6-2a9a-48a4-b0a5-deb70c6110fa,BMW,116,5-porte 116 Msport Premium Package,,€ 32.800,- km,Automatico,07/2025,Benzina,90 kW (122 CV),
"BMW
118
118d 5p. MSport Pro",https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-pro-diesel-grigio-3ec00b8f-993c-4af6-b051-f3d42b6e821b,BMW,118,118d 5p. MSport Pro,,€ 39.900,9.500 km,Automatico,01/2025,Diesel,110 kW (150 CV),
"BMW
118
118i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-benzina-39338112-7ca8-46fd-b7a2-ca32065e2341,BMW,118,118i 5p. Msport,,€ 31.500,21.941 km,Automatico,04/2024,Benzina,100 kW (136 CV),
"BMW
118
d MSport Pro auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-pro-auto-diesel-bianco-840fe862-40a3-4c52-acd0-f89d6c96eabc,BMW,118,d MSport Pro auto,,€ 38.500,4.807 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-blu-azzurro-70d748fc-b7df-42b8-88a6-6c70864b3ea9,BMW,118,i 5p. Msport,,€ 31.950,46.600 km,Automatico,07/2021,Benzina,100 kW (136 CV),
"BMW
116
116d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-116-116d-5p-m-sport-diesel-bianco-63954080-912c-4928-ad36-2a7b454fc826,BMW,116,116d 5p. M Sport,,€ 31.900,28.236 km,Automatico,11/2022,Diesel,85 kW (116 CV),
"BMW
118
118i msport 136cv auto",https://www.autoscout24.it/annunci/bmw-118-118i-msport-136cv-auto-benzina-bianco-5c99e08b-f0d6-4fd4-be44-d504232395e4,BMW,118,118i msport 136cv auto,,€ 31.490,15.765 km,Automatico,04/2024,Benzina,100 kW (136 CV),
"BMW
116
5-porte 116 Msport Pro Premium Package",https://www.autoscout24.it/annunci/bmw-116-5-porte-116-msport-pro-premium-package-benzina-bianco-d5e03948-fd60-436d-a1aa-4bf7e7c8a467,BMW,116,5-porte 116 Msport Pro Premium Package,,€ 34.100,- km,Automatico,07/2025,Benzina,90 kW (122 CV),
"BMW
118
d MSport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-grigio-e89a8352-0ef3-42e8-af9b-1424743dcdeb,BMW,118,d MSport auto,,€ 38.900,8.046 km,Automatico,02/2025,Diesel,110 kW (150 CV),
"BMW
128
ti auto",https://www.autoscout24.it/annunci/bmw-128-ti-auto-benzina-rosso-72897f77-c68c-4a5d-87c1-374e6a347b90,BMW,128,ti auto,,€ 36.000,16.000 km,Automatico,12/2023,Benzina,195 kW (265 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-8bb1cb9f-b750-42ed-9bcb-bc09655499bf,BMW,118,d Msport auto,,€ 30.900,34.286 km,Automatico,03/2024,Diesel,110 kW (150 CV),
"BMW
125
*128TI*M-SPORT*TETTO*VIRTUAL*HEAD-UP*HARMAN*F1*KAM",https://www.autoscout24.it/annunci/bmw-125-128ti-m-sport-tetto-virtual-head-up-harman-f1-kam-benzina-nero-9313ced0-ee89-46e9-8257-b3d1958614a5,BMW,125,*128TI*M-SPORT*TETTO*VIRTUAL*HEAD-UP*HARMAN*F1*KAM,,€ 39.400,25.000 km,Semiautomatico,02/2024,Benzina,195 kW (265 CV),
"BMW
118
d 5p. Msport Aut.",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-aut-diesel-grigio-523c7712-b68d-40cc-92bc-dd8a26608e3f,BMW,118,d 5p. Msport Aut.,,€ 36.900,3.000 km,Automatico,10/2024,Diesel,110 kW (150 CV),
,https://www.autoscout24.it/annunci/bmw-116-5-porte-116-msport-premium-package-benzina-nero-ebb2bc82-d70d-4936-aa25-2dac0d2e5e11,BMW,116,5-porte 116 Msport Premium Package,,€ 33.700,,,,,,
"BMW
118
118d 5p. MSport Pro",https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-pro-diesel-nero-15ef4cf1-a64f-4408-bcbe-794083886e49,BMW,118,118d 5p. MSport Pro,,€ 37.890,12.428 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
118d 5p. MSport",https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-diesel-bianco-cf0dbe20-807d-4223-a193-f502dcbca27f,BMW,118,118d 5p. MSport,,€ 36.980,2.077 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-nero-e94e6f3c-4881-47b4-a11d-952b25e12098,BMW,118,118d Msport auto,,€ 33.500,28.296 km,Automatico,01/2024,Diesel,110 kW (150 CV),
"BMW
118
118d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-118-118d-5p-m-sport-diesel-bianco-68aec968-bb8e-475b-b764-fd50a70418aa,BMW,118,118d 5p. M Sport,,€ 32.890,12.670 km,Automatico,04/2024,Diesel,110 kW (150 CV),
"BMW
128
F40 Benzina 128ti auto",https://www.autoscout24.it/annunci/bmw-128-f40-benzina-128ti-auto-benzina-grigio-be7173bf-36d7-4ff2-b7f9-bfb1d8a07ac2,BMW,128,F40 Benzina 128ti auto,,€ 32.900,64.506 km,Automatico,01/2022,Benzina,195 kW (265 CV),
"BMW
118
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-diesel-grigio-5823c06e-cdd5-48d6-b47d-e721766c5085,BMW,118,d 5p. Msport,,€ 30.490,54.747 km,Automatico,10/2022,Diesel,110 kW (150 CV),
"BMW
120
120d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-120-120d-5p-m-sport-diesel-grigio-11b7009a-bf9d-465e-b61d-1f31aeb0c853,BMW,120,120d 5p. M Sport,,,31.112 km,Automatico,08/2022,Diesel,140 kW (190 CV),
"BMW
135
i M xdrive Steptronic + IVA esposta",https://www.autoscout24.it/annunci/bmw-135-i-m-xdrive-steptronic-iva-esposta-benzina-bianco-da9df666-b48d-4c43-abd7-af7a26c418d6,BMW,135,i M xdrive Steptronic + IVA esposta,,€ 37.799,35.416 km,Automatico,11/2022,Benzina,225 kW (306 CV),
"BMW
120
d xdrive Msport auto 190cv (KM. 20.496)",https://www.autoscout24.it/annunci/bmw-120-d-xdrive-msport-auto-190cv-km-20-496-diesel-bianco-c9f581d4-39e5-4b8b-8659-afd8404e6e63,BMW,120,d xdrive Msport auto 190cv (KM. 20.496),,€ 38.500,20.496 km,Automatico,12/2022,Diesel,140 kW (190 CV),
"BMW
135
Serie 1 F40 M 135i xdrive Msport Sedili sportivi M",https://www.autoscout24.it/annunci/bmw-135-serie-1-f40-m-135i-xdrive-msport-sedili-sportivi-m-benzina-bianco-309c4f31-8c9a-4728-8a42-7c98b1108518,BMW,135,Serie 1 F40 M 135i xdrive Msport Sedili sportivi M,,€ 34.700,65.000 km,Automatico,05/2021,Benzina,225 kW (306 CV),
"BMW
118
118d 5p. Advantage",https://www.autoscout24.it/annunci/bmw-118-118d-5p-advantage-diesel-nero-9d87ef3e-e46b-4168-8e63-cb8715536c81,BMW,118,118d 5p. Advantage,,€ 32.980,13.268 km,Automatico,12/2023,Diesel,110 kW (150 CV),
"BMW
120
48V MSport auto",https://www.autoscout24.it/annunci/bmw-120-48v-msport-auto-elettrica-benzina-grigio-f642810b-d5b8-490b-a339-d8229eddb41c,BMW,120,48V MSport auto,,€ 39.900,7.000 km,Automatico,08/2024,Elettrica/Benzina,125 kW (170 CV),
"BMW
118
d MSport",https://www.autoscout24.it/annunci/bmw-118-d-msport-diesel-grigio-1f3c7a8d-27f8-404a-b179-8876ae8697fb,BMW,118,d MSport,,€ 35.500,19.374 km,Automatico,06/2024,Diesel,110 kW (150 CV),
"BMW
120
i SPORT 2.0 BENZ FULL OPTIONAL A/T F1 GD204XG",https://www.autoscout24.it/annunci/bmw-120-i-sport-2-0-benz-full-optional-a-t-f1-gd204xg-benzina-nero-bfd968e8-9d6c-4c3b-97a4-cdd1b025774b,BMW,120,i SPORT 2.0 BENZ FULL OPTIONAL A/T F1 GD204XG,,€ 31.700,17.700 km,Automatico,12/2020,Benzina,131 kW (178 CV),
"BMW
118
d Advantage auto",https://www.autoscout24.it/annunci/bmw-118-d-advantage-auto-diesel-grigio-3888b6c0-d339-49c3-8ec1-96adce6630d2,BMW,118,d Advantage auto,,€ 33.400,41 km,Automatico,03/2024,Diesel,110 kW (150 CV),
"BMW
118
118D MSPORT AUTO",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-blu-azzurro-4ff4cd79-4767-4998-bfe0-dcb0b7ce7f7d,BMW,118,118D MSPORT AUTO,,€ 31.500,34.992 km,Automatico,09/2021,Diesel,110 kW (150 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-b72fcb19-d713-4207-8e55-f0c7918dd1ea,BMW,118,d Msport auto,,€ 31.790,10.985 km,Automatico,07/2024,Diesel,110 kW (150 CV),
"BMW
118
118 D M SPORT - VIRTUAL - LED - VOLANTE RISCALDATO",https://www.autoscout24.it/annunci/bmw-118-118-d-m-sport-virtual-led-volante-riscaldato-diesel-bianco-46bcffd5-14b9-473d-b36f-8bae78bfb9cb,BMW,118,118 D M SPORT - VIRTUAL - LED - VOLANTE RISCALDATO,,€ 31.900,4.000 km,Automatico,05/2024,Diesel,110 kW (150 CV),
"BMW
116
116d Msport auto",https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-diesel-bianco-97677f13-3bcf-45eb-a2c3-1ba0626a88f3,BMW,116,116d Msport auto,,€ 30.500,39.000 km,Semiautomatico,11/2022,Diesel,85 kW (116 CV),
,https://www.autoscout24.it/annunci/bmw-118-serie-1-berlina-118d-m-sport-150cv-auto-diesel-bianco-20e0b5bb-9797-4a29-834a-a5a34b599ebc,BMW,118,Serie 1 Berlina 118d M Sport 150cv auto,,€ 30.990,,,,,,
"BMW
135
m 135i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-benzina-grigio-3c580500-f414-4260-afd3-242dd20fe7c9,BMW,135,m 135i xdrive auto,,€ 34.100,35.666 km,Automatico,04/2021,Benzina,225 kW (306 CV),
"BMW
118
d MSport Pro auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-pro-auto-diesel-7661e107-8a3b-4ca4-bb44-7d563564bf7f,BMW,118,d MSport Pro auto,,€ 38.500,4.903 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
118 i 5p. Msport Shadow Line/Cerchi da 18'' M Bic",https://www.autoscout24.it/annunci/bmw-118-118-i-5p-msport-shadow-line-cerchi-da-18-m-bic-benzina-nero-ba4362c2-088d-499f-b156-5eaccf7e85d1,BMW,118,118 i 5p. Msport Shadow Line/Cerchi da 18'' M Bic,,€ 31.690,9.176 km,Automatico,05/2024,Benzina,100 kW (136 CV),
"BMW
118
118d 5p. MSport Pro",https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-pro-diesel-blu-azzurro-91652cae-5ed6-4060-bcc3-1310e3f62898,BMW,118,118d 5p. MSport Pro,,,5.000 km,Automatico,01/2025,Diesel,110 kW (150 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-09b696e3-a2b2-4d29-90eb-24d7e5ecdb93,BMW,118,d Msport auto,,€ 34.900,40.673 km,Automatico,05/2024,Diesel,110 kW (150 CV),
"BMW
120
D M-SPORT LED, COCKPIT, MSPORT (varie)",https://www.autoscout24.it/annunci/bmw-120-d-m-sport-led-cockpit-msport-varie-elettrica-diesel-bianco-9ef7f39c-85ca-4c0d-9301-ab76d3f674be,BMW,120,"D M-SPORT LED, COCKPIT, MSPORT (varie)",,€ 32.900,24.000 km,Automatico,11/2021,Elettrica/Diesel,140 kW (190 CV),
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-grigio-b3771e7e-b18f-4ab6-8676-04e1a25fc4c1,BMW,118,i 5p. Msport,,€ 31.950,21.800 km,Automatico,04/2024,Benzina,100 kW (136 CV),
"BMW
118
d 5p. Business Advantage",https://www.autoscout24.it/annunci/bmw-118-d-5p-business-advantage-diesel-nero-493d5187-fd2d-44eb-b1de-1f725597c1e7,BMW,118,d 5p. Business Advantage,,€ 32.950,19.300 km,Automatico,07/2023,Diesel,110 kW (150 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-465a1ebf-a1c9-474b-8353-9c8d1f40e7a5,BMW,118,d Msport auto,,€ 31.000,20.000 km,Automatico,07/2024,Diesel,110 kW (150 CV),
"BMW
135
i M xdrive auto",https://www.autoscout24.it/annunci/bmw-135-i-m-xdrive-auto-benzina-grigio-8d9c3831-9c4a-45bf-90a2-290ed18afbe7,BMW,135,i M xdrive auto,,€ 40.000,35.000 km,Automatico,03/2022,Benzina,225 kW (306 CV),
"BMW
118
118d MSport Pro auto FULL OPTINAL",https://www.autoscout24.it/annunci/bmw-118-118d-msport-pro-auto-full-optinal-diesel-bianco-a62c27b0-f0d8-47d1-b3c4-d86819b2fdc5,BMW,118,118d MSport Pro auto FULL OPTINAL,,€ 39.900,5.000 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-9dcd8053-3d56-45d7-9f0b-680d70fdcccf,BMW,118,d Msport auto,,€ 33.750,31.765 km,Automatico,10/2023,Diesel,110 kW (150 CV),
"BMW
120
5-porte 120d Msport Innonation Package",https://www.autoscout24.it/annunci/bmw-120-5-porte-120d-msport-innonation-package-elettrica-diesel-bianco-a795208f-b1e0-43f5-a21e-05f5a7d8daa8,BMW,120,5-porte 120d Msport Innonation Package,,€ 39.000,1 km,Automatico,05/2025,Elettrica/Diesel,120 kW (163 CV),
"BMW
118
118d 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-diesel-bianco-7aec424b-3c67-4552-8952-d704239b2f0c,BMW,118,118d 5p. Msport,,€ 31.900,17.918 km,Automatico,05/2024,Diesel,110 kW (150 CV),
"BMW
118
118i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-benzina-nero-5463095e-c224-4666-9730-36f8d9d73f58,BMW,118,118i 5p. Msport,,€ 31.500,18.803 km,Automatico,04/2024,Benzina,100 kW (136 CV),
"BMW
128
TI TETTO MSPORT M-SPORT M SPORT HUD KAMERA PDC 19""",https://www.autoscout24.it/annunci/bmw-128-ti-tetto-msport-m-sport-m-sport-hud-kamera-pdc-19-benzina-nero-c3b8bc97-ce03-4693-a170-6c993eccc95f,BMW,128,"TI TETTO MSPORT M-SPORT M SPORT HUD KAMERA PDC 19""",,€ 37.300,26.500 km,Automatico,05/2024,Benzina,195 kW (265 CV),
"BMW
120
d M Sport",https://www.autoscout24.it/annunci/bmw-120-d-m-sport-benzina-nero-d4c0d10a-c165-411a-b634-d82380adab5d,BMW,120,d M Sport,,€ 37.908,29.200 km,Automatico,08/2023,Benzina,140 kW (190 CV),
"BMW
116
MSPORT DESIGN",https://www.autoscout24.it/annunci/bmw-116-msport-design-benzina-bianco-442f04e7-eb02-4482-846f-743de0248261,BMW,116,MSPORT DESIGN,,€ 34.300,- km,Automatico,- (Anno),Benzina,90 kW (122 CV),
"BMW
120
120d Msport auto Shadow line Heap-up camera 2025",https://www.autoscout24.it/annunci/bmw-120-120d-msport-auto-shadow-line-heap-up-camera-2025-diesel-bianco-1cf4e770-eb05-4374-80f0-647eb43c7f17,BMW,120,120d Msport auto Shadow line Heap-up camera 2025,,€ 37.900,5.429 km,Automatico,01/2025,Diesel,110 kW (150 CV),
,https://www.autoscout24.it/annunci/bmw-118-i-msport-benzina-nero-18d7cf6a-2519-4654-8c3f-76dcd1fd90a6,BMW,118,i Msport,,€ 31.399,,,,,,
"BMW
120
120d 48V 5p. MSport",https://www.autoscout24.it/annunci/bmw-120-120d-48v-5p-msport-elettrica-diesel-bianco-48732f95-7b7f-4775-9a07-81560eb34b7d,BMW,120,120d 48V 5p. MSport,,,5.500 km,Automatico,01/2025,Elettrica/Diesel,120 kW (163 CV),
"BMW
120
48V MSport auto",https://www.autoscout24.it/annunci/bmw-120-48v-msport-auto-elettrica-benzina-nero-3498356a-5142-4795-9fae-b42ac64c910a,BMW,120,48V MSport auto,,€ 38.900,7.500 km,Automatico,08/2024,Elettrica/Benzina,125 kW (170 CV),
"BMW
118
118d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-118-118d-5p-m-sport-diesel-grigio-aa3e8fe7-f6d6-433e-82bc-51ac0f5b8fc8,BMW,118,118d 5p. M Sport,,€ 33.900,6.000 km,Automatico,07/2024,Diesel,110 kW (150 CV),
"BMW
118
BMW 118d Msport",https://www.autoscout24.it/annunci/bmw-118-bmw-118d-msport-diesel-grigio-f2bee81d-9c3a-4adb-990a-fc2b104ee29d,BMW,118,BMW 118d Msport,,€ 36.980,1.961 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
116
BMW 116I M-SPORT DCT 122CV MY’ 25",https://www.autoscout24.it/annunci/bmw-116-bmw-116i-m-sport-dct-122cv-my-25-benzina-bianco-bc94ef2b-e84a-4e3f-9547-8353ba2b0c0d,BMW,116,BMW 116I M-SPORT DCT 122CV MY’ 25,,€ 33.500,- km,Automatico,- (Anno),Benzina,90 kW (122 CV),
"BMW
118
i 5p. Business Advantage",https://www.autoscout24.it/annunci/bmw-118-i-5p-business-advantage-benzina-nero-f564e070-3bab-43eb-b9b8-93f5a3cd2e8b,BMW,118,i 5p. Business Advantage,,€ 30.800,7.700 km,Automatico,10/2024,Benzina,100 kW (136 CV),
"BMW
128
ti auto",https://www.autoscout24.it/annunci/bmw-128-ti-auto-benzina-bianco-1e67ce0d-d11e-4e0e-8e00-553045a3e844,BMW,128,ti auto,,€ 31.880,67.489 km,Automatico,01/2021,Benzina,195 kW (265 CV),
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-nero-c9df55bc-8668-4e44-b07a-87d9ee8213f3,BMW,118,i 5p. Msport,,€ 31.950,22.600 km,Automatico,12/2023,Benzina,100 kW (136 CV),
"BMW
120
120 48V MSport Design",https://www.autoscout24.it/annunci/bmw-120-120-48v-msport-design-elettrica-benzina-argento-3804d24a-757f-4def-81c8-8bdcaf5ef2c9,BMW,120,120 48V MSport Design,,€ 35.300,- km,Automatico,- (Anno),Elettrica/Benzina,115 kW (156 CV),
"BMW
118
118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-bianco-49ffa83c-168a-4597-8bde-3c584b677077,BMW,118,118d Msport auto,,€ 34.900,23.122 km,Automatico,02/2024,Diesel,110 kW (150 CV),
"BMW
120
d 48V MSport auto",https://www.autoscout24.it/annunci/bmw-120-d-48v-msport-auto-elettrica-diesel-blu-azzurro-15ad0905-817f-4835-8f59-a82b33ddf57d,BMW,120,d 48V MSport auto,,,14.500 km,Automatico,08/2024,Elettrica/Diesel,120 kW (163 CV),
"BMW
118
118i Msport 136cv auto",https://www.autoscout24.it/annunci/bmw-118-118i-msport-136cv-auto-benzina-nero-b994d97e-14fa-4216-96a1-576560929432,BMW,118,118i Msport 136cv auto,,€ 30.500,15.500 km,Automatico,04/2024,Benzina,100 kW (136 CV),
"BMW
118
i 5p. Msport *TETTO APRIBILE/H&K/MEMO SEDILI/19''*",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-tetto-apribile-h-k-memo-sedili-19-benzina-bianco-6ff7ad91-c7e0-4075-8326-05753c741820,BMW,118,i 5p. Msport *TETTO APRIBILE/H&K/MEMO SEDILI/19''*,,€ 32.490,22.421 km,Automatico,03/2024,Benzina,100 kW (136 CV),
"BMW
118
118i Msport 136cv auto",https://www.autoscout24.it/annunci/bmw-118-118i-msport-136cv-auto-benzina-grigio-49694917-1540-4989-8ce1-e49771566ba4,BMW,118,118i Msport 136cv auto,,€ 30.800,8.500 km,Automatico,08/2024,Benzina,100 kW (136 CV),
"BMW
116
116 MSport Pro",https://www.autoscout24.it/annunci/bmw-116-116-msport-pro-benzina-argento-3a2d4fd1-dc58-449d-a193-d918ea447b91,BMW,116,116 MSport Pro,,€ 36.080,- km,Automatico,- (Anno),Benzina,90 kW (122 CV),
"BMW
118
d MSport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-a15ed1f0-871c-4e38-9f18-07e5b9f69fdc,BMW,118,d MSport auto,,€ 36.000,5.000 km,Automatico,02/2025,Diesel,110 kW (150 CV),
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-rosso-fe5e2001-4055-42a2-b803-752f524cd692,BMW,118,i 5p. Msport,,€ 31.950,32.500 km,Automatico,06/2023,Benzina,100 kW (136 CV),
"BMW
118
d MSport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-7a587bb3-e5da-4672-b86f-3c0d026cf9f0,BMW,118,d MSport auto,,€ 36.000,100 km,Automatico,02/2025,Diesel,110 kW (150 CV),
"BMW
120
d xDrive 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-d-xdrive-5p-msport-diesel-grigio-bab9d2db-6f79-460d-bdae-f9f5a8251aa0,BMW,120,d xDrive 5p. Msport,,€ 36.950,39.500 km,Automatico,02/2023,Diesel,140 kW (190 CV),
,https://www.autoscout24.it/annunci/bmw-135-m-i-xdrive-auto-benzina-grigio-c3cca96a-ea51-4a1f-8eb3-7d4784abf2bb,BMW,135,M i xdrive auto,,€ 39.800,,,,,,
"BMW
135
M 135i 5p xdrive E6",https://www.autoscout24.it/annunci/bmw-135-m-135i-5p-xdrive-e6-benzina-bianco-9b6d6267-addc-431f-b836-66aca58e2aaa,BMW,135,M 135i 5p xdrive E6,,€ 37.000,39.000 km,Automatico,02/2022,Benzina,235 kW (320 CV),
"BMW
120
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-d-5p-msport-diesel-bianco-16de77ee-5c00-480c-b1f4-8f17490f2596,BMW,120,d 5p. Msport,,€ 33.950,29.999 km,Automatico,08/2023,Diesel,140 kW (190 CV),
"BMW
118
d MSport Pro auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-pro-auto-diesel-db8e40ef-053d-4575-95a3-87d7b0cc030c,BMW,118,d MSport Pro auto,,€ 38.900,10.950 km,Automatico,02/2025,Diesel,110 kW (150 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-f486f3a7-e753-4adf-b22a-ce1b8047756a,BMW,118,d Msport auto,,€ 32.900,30.985 km,Automatico,03/2024,Diesel,110 kW (150 CV),
"BMW
120
MSPORT DESIGN",https://www.autoscout24.it/annunci/bmw-120-msport-design-elettrica-benzina-bianco-4693fd42-2a03-41b7-96fd-0d8fbf112e5e,BMW,120,MSPORT DESIGN,,€ 37.100,- km,Automatico,- (Anno),Elettrica/Benzina,125 kW (170 CV),
"BMW
120
D M SPORT 19"" MSPORT M-SPORT TETTO KAMERA ACC",https://www.autoscout24.it/annunci/bmw-120-d-m-sport-19-msport-m-sport-tetto-kamera-acc-elettrica-diesel-bianco-e7e3355d-77f6-4d34-8c9e-58bd9e9c9855,BMW,120,"D M SPORT 19"" MSPORT M-SPORT TETTO KAMERA ACC",,€ 39.900,4.500 km,Automatico,02/2025,Elettrica/Diesel,120 kW (163 CV),
"BMW
120
i Msport auto",https://www.autoscout24.it/annunci/bmw-120-i-msport-auto-benzina-nero-3d5f181d-cc52-4179-aa2e-69afea8ce8ec,BMW,120,i Msport auto,,,15.255 km,Automatico,03/2024,Benzina,131 kW (178 CV),
"BMW
118
d Msport Exterior auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-exterior-auto-diesel-grigio-a47da45c-6bc8-4bb0-8fe9-adf5b1df5a06,BMW,118,d Msport Exterior auto,,€ 35.000,11.800 km,Automatico,04/2024,Diesel,110 kW (150 CV),
