Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Venditore
Mercedes-Benz Classe A - i xDrive  *UNICO PROPRIETARIO*  *TAGLIANDI BMW*,BMW Serie 1 135i i xDrive  *UNICO PROPRIETARIO*  *TAGLIANDI BMW*,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-418a4e4d042fb95b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-418a4e4d042fb95b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 39.500 €,12.000 km ,Aut. 8 marce ,"Nov, 2021",Benzina,Usata,225kW (306CV) ,,
Mercedes-Benz Classe A - 118 i 5p. MSport,"BMW Serie 1 118i
118 i 5p. MSport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-aca2c2d1a33ae7d7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-aca2c2d1a33ae7d7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 28.700 €,16.200 km ,Aut. 7 marce ,"Dic, 2023",Benzina,Usata,100kW (136CV) ,,
"Mercedes-Benz Classe A - iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA","BMW Serie 1 118i
iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-761330fdc2300fc7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-761330fdc2300fc7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 31.500 €,16.700 km ,Aut. 7 marce ,"Apr, 2024",Benzina,Usata,100kW (136CV) ,,
"Mercedes-Benz Classe A - i 5p. Msport VIRTUAL COCKPIT ,Led","BMW Serie 1 M
i 5p. Msport VIRTUAL COCKPIT ,Led",https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2020-c646bc13843b2f70?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2020-c646bc13843b2f70?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 23.890 €,46.892 km ,Aut. 7 marce ,"Feb, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - d Msport auto UNICO PROPRIETARIO OK NEOPATENTATI,"BMW Serie 1 M
d Msport auto UNICO PROPRIETARIO OK NEOPATENTATI",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2022-f2c3362d35815353?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2022-f2c3362d35815353?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 25.900 €,56.000 km ,Aut. ,"Feb, 2022",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - d Msport auto,"BMW Serie 1 M
d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-c5102bd767138a81?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-c5102bd767138a81?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 34.400 €,9.987 km ,Aut. 8 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d Msport auto,"BMW Serie 1 M
d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2020-eebe161d9f580f0c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2020-eebe161d9f580f0c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 20.900 €,110.489 km ,Aut. 7 marce ,"Feb, 2020",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - d Sport auto,"BMW Serie 1 118d
d Sport auto",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-7369041304356321?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-7369041304356321?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 22.900 €,104.075 km ,Aut. 8 marce ,"Feb, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 118 i 5p. Business Advantage,"BMW Serie 1 118i
118 i 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-118i-fuel-2023-93850bcc57765b3a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118i-fuel-2023-93850bcc57765b3a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,,0 km ,Man. 6 marce ,"Lug, 2023",Benzina,Nuova,100kW (136CV) ,,
Mercedes-Benz Classe A - i 5p. Msport,"BMW Serie 1 118i
i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-26843d0d23a9b3ae?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-26843d0d23a9b3ae?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 24.170 €,0 km ,Man. 6 marce ,"Apr, 2020",Benzina,Nuova,103kW (141CV) ,,
"Mercedes-Benz Classe A - i 5p. Msport M sport +TETTO+SEDILI GUSCIO+19""+","BMW Serie 1 118i
i 5p. Msport M sport +TETTO+SEDILI GUSCIO+19""+",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-7aee6e8d77a23098?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-7aee6e8d77a23098?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 33.990 €,17.800 km ,Aut. 7 marce ,"Mar, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - d 5p. Msport Auto,"BMW Serie 1 118d
d 5p. Msport Auto",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-edd70d6659881d30?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-edd70d6659881d30?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 31.500 €,17.500 km ,Aut. 6 marce ,"Feb, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A -  - m 135i xdrive auto,BMW Serie 1 135i  - m 135i xdrive auto,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-d0022c64fc6bfced?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-d0022c64fc6bfced?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,"36.800 €
    
    
    

- 3% 35.800 €",46.404 km ,Aut. ,"Set, 2021",Benzina,Usata,225kW (306CV) ,,
Mercedes-Benz Classe A - i xDrive,"BMW Serie 1 135i
i xDrive",https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-eb15ecb266e0a1b8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-eb15ecb266e0a1b8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 34.500 €,42.950 km ,Aut. 8 marce ,"Apr, 2021",Benzina,Usata,225kW (306CV) ,,
Mercedes-Benz Classe A - 118i 5p. Sport,"BMW Serie 1 118i
118i 5p. Sport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-3f987f7801e0fd65?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-3f987f7801e0fd65?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 24.800 €,20.771 km ,Man. 6 marce ,"Feb, 2022",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - i 5p. Advantage,"BMW Serie 1 116i
i 5p. Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2022-b405f4c2ac05034b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2022-b405f4c2ac05034b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 25.370 €,11.751 km ,Man. 6 marce ,"Apr, 2022",Benzina,Usata,80kW (109CV) ,,
Mercedes-Benz Classe A - d 5p. Msport Prezzo Reale,"BMW Serie 1 118d
d 5p. Msport Prezzo Reale",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-f5b41fa27cde92be?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-f5b41fa27cde92be?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 24.900 €,49.800 km ,Aut. 6 marce ,"Set, 2020",Diesel,Usata,85kW (116CV) ,,
"Mercedes-Benz Classe A - iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA","BMW Serie 1 118i
iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-04914ecb05dfab5d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-04914ecb05dfab5d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 31.500 €,9.980 km ,Aut. 7 marce ,"Mag, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - d Msport auto,"BMW Serie 1 M
d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-052028a976bf32ee?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-052028a976bf32ee?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 34.900 €,13.225 km ,Aut. 8 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - i  Advantage,BMW Serie 1 118i i  Advantage,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-926a0e1c4b5b364f?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-926a0e1c4b5b364f?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 23.670 €,76.423 km ,Aut. 6 marce ,"Feb, 2021",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - d 5p. Msport NAVI-BI LED-RETROCAMERA,"BMW Serie 1 118d
d 5p. Msport NAVI-BI LED-RETROCAMERA",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-e0a381816f85c3e9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-e0a381816f85c3e9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 32.800 €,21.529 km ,Aut. 8 marce ,"Ott, 2022",Diesel,Usata,110kW (150CV) ,,
"Mercedes-Benz Classe A - dA 5p. Msport /""17 M Sport /Nav/F.LED/PORTEL.AUTOM","BMW Serie 1 118d
dA 5p. Msport /""17 M Sport /Nav/F.LED/PORTEL.AUTOM",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-9e24197e1a73f3e0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-9e24197e1a73f3e0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D41, 30.990 €,19.700 km ,Aut. 8 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,
"Mercedes-Benz Classe A - iA 5p. Msport Autom.""19 M SPORT/LED/OK NEOPATENTAT","BMW Serie 1 118i
iA 5p. Msport Autom.""19 M SPORT/LED/OK NEOPATENTAT",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-fb463e4e8799f793?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-fb463e4e8799f793?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 25.500 €,49.990 km ,Aut. 7 marce ,"Ott, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - d 5p. Business Advantage,"BMW Serie 1 118d
d 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-397e4ac1a1aabfd9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-397e4ac1a1aabfd9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 23.800 €,79.000 km ,Aut. ,"Feb, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d Msport auto,"BMW Serie 1 M
d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-f3c61363d987a8be?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-f3c61363d987a8be?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 34.900 €,22.515 km ,Aut. 8 marce ,"Giu, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 118d 5p. Msport - PREZZO REALE,"BMW Serie 1 118d
118d 5p. Msport - PREZZO REALE",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-b6fc65cc6dd65772?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-b6fc65cc6dd65772?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 26.990 €,72.000 km ,Aut. 6 marce ,"Feb, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 118i 5p. Msport Auto.,"BMW Serie 1 118i
118i 5p. Msport Auto.",https://autosupermarket.it/annunci/bmw-serie-1-118i-fuel-2024-905a309b1c08f8d0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-118i-fuel-2024-905a309b1c08f8d0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 28.900 €,16.625 km ,Aut. 6 marce ,"Gen, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - d 5p. Business Advantage,"BMW Serie 1 120d
d 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2021-b58ec308c1729c70?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2021-b58ec308c1729c70?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 19.490 €,129.000 km ,Aut. 8 marce ,"Apr, 2021",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - i Sport 136cv auto,"BMW Serie 1 116i
i Sport 136cv auto",https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2021-8615aa500ad8b83e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2021-8615aa500ad8b83e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 21.000 €,90.000 km ,Aut. 7 marce ,"Mag, 2021",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - 118d Msport M sport auto -SEMESTRALE PARI AL NUOVO,"BMW Serie 1 118d
118d Msport M sport auto -SEMESTRALE PARI AL NUOVO",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-240b78806fd9ce79?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-240b78806fd9ce79?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 35.990 €,8.000 km ,Aut. 8 marce ,"Giu, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d Msport auto,"BMW Serie 1 M
d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2020-515cb76b6c6347ca?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2020-515cb76b6c6347ca?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 22.900 €,110.489 km ,Aut. 7 marce ,"Feb, 2020",Diesel,Usata,85kW (116CV) ,,
"Mercedes-Benz Classe A - d xDrive 5p. Msport ""5 TAGLIANDI GRATUITI""","BMW Serie 1 120d
d xDrive 5p. Msport ""5 TAGLIANDI GRATUITI""",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2023-5a3fb67c632edc15?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2023-5a3fb67c632edc15?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 39.490 €,28.000 km ,Aut. 8 marce ,"Mar, 2023",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - i 5p. Msport 136cv AT7 18? ***pari al nuovo***,"BMW Serie 1 118i
i 5p. Msport 136cv AT7 18? ***pari al nuovo***",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-b90502da14a1c285?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-b90502da14a1c285?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 24.890 €,62.000 km ,Aut. 7 marce ,"Feb, 2021",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - d 5p. Msport Automatico - PREZZO REALE,"BMW Serie 1 118d
d 5p. Msport Automatico - PREZZO REALE",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-3ae235bae7864850?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-3ae235bae7864850?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 37.990 €,8.500 km ,Aut. 6 marce ,"Giu, 2022",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - i 5p. Msport,"BMW Serie 1 118i
i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-bdd9dc16ac13545d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-bdd9dc16ac13545d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 25.470 €,42.000 km ,Man. 6 marce ,"Lug, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - i 5p. Msport,"BMW Serie 1 118i
i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-7de7d1c26576f541?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-7de7d1c26576f541?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 31.900 €,5.100 km ,Aut. 7 marce ,"Mag, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - i xDrive,"BMW Serie 1 135i
i xDrive",https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2024-e5ad6c03434fd478?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2024-e5ad6c03434fd478?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 43.900 €,18.000 km ,Aut. 8 marce ,"Apr, 2024",Benzina,Usata,225kW (306CV) ,,
Mercedes-Benz Classe A - d 5p. Msport Auto,"BMW Serie 1 118d
d 5p. Msport Auto",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-28990aa5c36565b0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-28990aa5c36565b0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D42, 30.900 €,17.400 km ,Aut. 6 marce ,"Feb, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - BMW 118D SPORT,"BMW Serie 1 118d 
  
  
  
  
  
  
  

 Incidentata BMW 118D SPORT",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-9e06dd6c9ac81019?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D43,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-9e06dd6c9ac81019?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D43, 7.500 €,86.990 km ,Man. 6 marce ,"Ago, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 118i 5p. Msport Auto.,"BMW Serie 1 118i
118i 5p. Msport Auto.",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-000d43de92c03f5d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D43,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-000d43de92c03f5d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D43, 27.600 €,39.366 km ,Aut. 6 marce ,"Apr, 2022",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - bmw 116d,"BMW Serie 1 116d
bmw 116d",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-f88f2005dffe34f4?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D43,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-f88f2005dffe34f4?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D43, 16.900 €,167.000 km ,Man. 6 marce ,"Giu, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - i xDrive,"BMW Serie 1 135i
i xDrive",https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-dcf07ccfc4a024d7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D43,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-dcf07ccfc4a024d7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D43, 47.900 €,20.300 km ,Aut. 8 marce ,"Lug, 2021",Benzina,Usata,225kW (306CV) ,,
Mercedes-Benz Classe A - i M sport aut. 5p,"BMW Serie 1 118i
i M sport aut. 5p",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-cc441c1e0320708b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D43,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-cc441c1e0320708b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D43, 36.900 €,8.600 km ,Aut. 8 marce ,"Apr, 2024",Benzina,Usata,100kW (136CV) ,,
