Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Località2,Venditore
"Audi A3
sportback 1.5 tfsi e 204cv business s tronic",sportback 1.5 tfsi e 204cv business s tronic,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-ibrida-71c47d51fc4b87d8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-ibrida-71c47d51fc4b87d8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,"43.606 €
    
    
    

- 6% 41.400 €",10 km ,Aut. ,"Giu, 2025",Ibrida,Nuova,150kW (204CV) ,,26100 Cremona (CR),
"Audi A3
SPB 35 TDI S tronic S line edition + Tetto",SPB 35 TDI S tronic S line edition + Tetto,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-937e0e02304e6c75?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-937e0e02304e6c75?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.500 €,0 km ,Aut. 7 marce ,"Set, 2024",Diesel,Nuova,110kW (150CV) ,,95038 Santa Maria di Licodia (CT),
,,,,,,,,,,,,,
"Audi A3
SPB 35 TFSI Stronic S line ""18 Sline/Sonos/Matrix","SPB 35 TFSI Stronic S line ""18 Sline/Sonos/Matrix",https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2025-8444614cab3bee56?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2025-8444614cab3bee56?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.500 €,1 km ,Aut. 7 marce ,"Feb, 2025",Ibrida,Nuova,110kW (150CV) ,,12038 Savigliano (CN),
"Audi A3
SPB 35TDI Stronic S line""18 Sline/Matrix/Tetto APR","SPB 35TDI Stronic S line""18 Sline/Matrix/Tetto APR",https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-11fc760b83eba9f8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-11fc760b83eba9f8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.500 €,1 km ,Aut. 7 marce ,"Feb, 2025",Diesel,Nuova,110kW (150CV) ,,12038 Savigliano (CN),
"Audi A3
SPB 35 TFSI Stronic S line ""18 Sline/Sonos/Matrix","SPB 35 TFSI Stronic S line ""18 Sline/Sonos/Matrix",https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-552790bb5a170e58?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-552790bb5a170e58?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.500 €,1 km ,Aut. 7 marce ,"Feb, 2025",Ibrida,Nuova,110kW (150CV) ,,12038 Savigliano (CN),
"Audi A3
SPB 35TDI Stronic S line""18 Sline/Matrix/Tetto APR","SPB 35TDI Stronic S line""18 Sline/Matrix/Tetto APR",https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-6eef1866380e8e05?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-6eef1866380e8e05?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.500 €,1 km ,Aut. 7 marce ,"Feb, 2025",Diesel,Nuova,110kW (150CV) ,,12038 Savigliano (CN),
"Audi A3
SPB 35 TFSI Stronic S line ""18 Sline/Sonos/Matrix","SPB 35 TFSI Stronic S line ""18 Sline/Sonos/Matrix",https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2024-dfd30695b2b55029?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2024-dfd30695b2b55029?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.500 €,1 km ,Aut. 7 marce ,"Feb, 2025",Benzina,Nuova,110kW (150CV) ,,12038 Savigliano (CN),
,,,,,,,,,,,,,
"Audi A3
Sedan 35 TDI S tronic S line edition",Sedan 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-9352e271bf563b15?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-9352e271bf563b15?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.800 €,6 km ,Aut. 7 marce ,"Dic, 2024",Diesel,Nuova,110kW (150CV) ,,38050 BORGO VALSUGANA (TN),
Audi A3  - a3 sportback 30 1.5 tfsi mhev s line edition s-tronic, - a3 sportback 30 1.5 tfsi mhev s line edition s-tronic,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-ibrida-2024-3083db315480306a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-ibrida-2024-3083db315480306a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.800 €,2.857 km ,Aut. ,"Lug, 2024",Ibrida,Usata,85kW (116CV) ,,20126 Milano (MI),
"Audi A3
SPB 30 TDI S tronic S line edition",SPB 30 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2024-2cb6505ce6351181?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2024-2cb6505ce6351181?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.900 €,0 km ,Aut. 7 marce ,"Set, 2024",Diesel,Nuova,111kW (151CV) ,,81030 Castel Volturno (CE),
"Audi A3 NUOVA  SPORTBACK  Sportb      1,5    L4  110","NUOVA  SPORTBACK  Sportb      1,5    L4  110",https://autosupermarket.it/annunci/audi-a3-1-6-ibrida-2024-056ac3ac9779e27f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-1-6-ibrida-2024-056ac3ac9779e27f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.900 €,6.000 km ,Aut. ,"Apr, 2024",Ibrida,Usata,110kW (150CV) ,,40055 Castenaso (BO),
Audi A3 A3 SPB 35 TDI Business Advanced                                                        ,A3 SPB 35 TDI Business Advanced                                                        ,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-cd9876e413af6d3e?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-cd9876e413af6d3e?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 41.900 €,0 km ,Man. 6 marce ,"Feb, 2022",Diesel,Nuova,110kW (150CV) ,,40056 Valsamoggia (BO),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3 NUOVA  SEDAN  Sedan  TDI  2,0    L4  110      DSG","NUOVA  SEDAN  Sedan  TDI  2,0    L4  110      DSG",https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-c08fe6c352c93d4e?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-c08fe6c352c93d4e?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 41.900 €,10.500 km ,Aut. ,"Apr, 2024",Diesel,Usata,110kW (150CV) ,,40055 Castenaso (BO),
"Audi A3
SPB 35 TFSI S line edition MODELLO 2025",SPB 35 TFSI S line edition MODELLO 2025,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2025-30aca627a6c51217?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2025-30aca627a6c51217?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 41.900 €,7 km ,Man. 6 marce ,"Gen, 2025",Benzina,Nuova,110kW (150CV) ,,12050 Guarene (CN),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-280561fb4ee57ebe?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-280561fb4ee57ebe?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 41.900 €,10 km ,Aut. 7 marce ,"Feb, 2025",Diesel,Nuova,110kW (150CV) ,,10156 San Mauro torinese (TO),
"Audi A3
SPB 35TDI Stronic S line""18 Sline/Matrix/TETTO APR","SPB 35TDI Stronic S line""18 Sline/Matrix/TETTO APR",https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-2ce4e6573eac4373?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-2ce4e6573eac4373?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.200 €,1 km ,Aut. 7 marce ,"Feb, 2025",Diesel,Nuova,110kW (150CV) ,,12038 Savigliano (CN),
"Audi A3
SPB 35TDI Stronic S line""18 Sline/Matrix/Tetto APR","SPB 35TDI Stronic S line""18 Sline/Matrix/Tetto APR",https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-b3bca5b68fe3a2c1?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-b3bca5b68fe3a2c1?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.200 €,1 km ,Aut. 7 marce ,"Feb, 2025",Diesel,Nuova,110kW (150CV) ,,12038 Savigliano (CN),
"Audi A3
SPB 40 TDI S LINE S TRONIC MATRIX TETTO",SPB 40 TDI S LINE S TRONIC MATRIX TETTO,https://autosupermarket.it/annunci/audi-a3-40-tdi-diesel-2024-877e32cf9b0e4df0?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-40-tdi-diesel-2024-877e32cf9b0e4df0?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 49.650 €,8.000 km ,Aut. 7 marce ,"Dic, 2024",Diesel,Usata,147kW (200CV) ,25010 San Zeno Naviglio (BS),,AUTOMATICA GARAGE SRL
,,,,,,,,,,,,,
"Audi A3
SPB 35 TDI 150CV S tronic S line edition , KM ZERO - TETTO - AUDIO SONOS","SPB 35 TDI 150CV S tronic S line edition , KM ZERO - TETTO - AUDIO SONOS",https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-3ac90152e0310cd3?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-3ac90152e0310cd3?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.400 €,50 km ,Aut. 7 marce ,"Ott, 2024",Diesel,Nuova,110kW (150CV) ,,25015 Desenzano del Garda (BS),
"Audi A3
SPB 40 TDI quattro S tr. Id. Black",SPB 40 TDI quattro S tr. Id. Black,https://autosupermarket.it/annunci/audi-a3-40-tdi-diesel-2022-11484a635fbda1f5?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-40-tdi-diesel-2022-11484a635fbda1f5?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.490 €,35.429 km ,Aut. 7 marce ,"Set, 2022",Diesel,Usata,149kW (203CV) ,,98051 Barcellona Pozzo di Gotto (ME),
Audi A3 A3 SPB 35 TDI S tronic Business Advanced                                                        ,A3 SPB 35 TDI S tronic Business Advanced                                                        ,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-ddf9b31f40052de9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-ddf9b31f40052de9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.500 €,0 km ,Man. 7 marce ,"Feb, 2022",Diesel,Nuova,110kW (150CV) ,,40056 Valsamoggia (BO),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-de2679b4597583bb?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-de2679b4597583bb?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.500 €,0 km ,Aut. 7 marce ,"Dic, 2024",Diesel,Nuova,110kW (150CV) ,,07026 Olbia (SS),
Audi A3 A3 SPB 35 TDI S tronic Business Advanced                                                        ,A3 SPB 35 TDI S tronic Business Advanced                                                        ,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-b245fb6e5351150f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-b245fb6e5351150f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.500 €,0 km ,Man. 7 marce ,"Feb, 2022",Diesel,Nuova,110kW (150CV) ,,40056 Valsamoggia (BO),
,,,,,,,,,,,,,
"Audi A3
Sportback 35 2.0 tdi S line MY24 Restyling",Sportback 35 2.0 tdi S line MY24 Restyling,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2025-cd118a342faa6715?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2025-cd118a342faa6715?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.500 €,10 km ,Aut. 7 marce ,"Gen, 2025",Diesel,Nuova,110kW (150CV) ,,28053 Castelletto Sopra Ticino (NO),
Audi A3  - a3 sportback 35 2.0 tdi s line edition s-tronic, - a3 sportback 35 2.0 tdi s line edition s-tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-c692901d8fd6ab79?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-c692901d8fd6ab79?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.500 €,17.953 km ,Aut. ,"Mag, 2024",Diesel,Usata,110kW (150CV) ,,20126 Milano (MI),
"Audi A3
SPB 35 TDI S tronic S line edition-Tetto Panorama",SPB 35 TDI S tronic S line edition-Tetto Panorama,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-f23cb56c16bbf694?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-f23cb56c16bbf694?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.870 €,0 km ,Aut. 7 marce ,"Dic, 2024",Diesel,Nuova,110kW (150CV) ,,00199 Roma (RM),
"Audi A3 NUOVA  ALLSTREET  allstreet   1,5    L4  110","NUOVA  ALLSTREET  allstreet   1,5    L4  110",https://autosupermarket.it/annunci/audi-a3-1-6-ibrida-2024-76ffdca952f9fcc6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-1-6-ibrida-2024-76ffdca952f9fcc6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.900 €,11.500 km ,Aut. ,"Apr, 2024",Ibrida,Usata,110kW (150CV) ,,40055 Castenaso (BO),
"Audi A3 NUOVA  SPORTBACK  Sportb TDI  2,0    L4  110","NUOVA  SPORTBACK  Sportb TDI  2,0    L4  110",https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-641c73318d42672c?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-641c73318d42672c?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D43, 42.900 €,10 km ,Aut. ,"Dic, 2024",Diesel,Nuova,110kW (150CV) ,,40055 Castenaso (BO),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
35tdi Aut. S line edition* TETTO - NUOVA",35tdi Aut. S line edition* TETTO - NUOVA,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-7b4c62531613b598?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-7b4c62531613b598?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44, 42.990 €,0 km ,Aut. 7 marce ,"Nov, 2024",Diesel,Nuova,110kW (150CV) ,,72023 Mesagne (BR),
"Audi A3
SPB 40 TDI quattro S tronic S line edition",SPB 40 TDI quattro S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-40-tdi-diesel-2021-770aec9e392ffdf4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44,https://autosupermarket.it/annunci/audi-a3-40-tdi-diesel-2021-770aec9e392ffdf4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44, 42.990 €,23.000 km ,Aut. 7 marce ,"Giu, 2021",Diesel,Usata,147kW (200CV) ,,10036 TORINO (TO),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-7dfc889a1841b777?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-7dfc889a1841b777?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44, 43.000 €,15.500 km ,Aut. 7 marce ,"Apr, 2023",Diesel,Usata,110kW (150CV) ,,47895 RIMINI (RN),
"Audi A3
Sportback 2.0 (35) Tdi 150cv S-tr. S-line edition",Sportback 2.0 (35) Tdi 150cv S-tr. S-line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-bd3286e2746027ac?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-bd3286e2746027ac?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44,"43.800 €
    
    
    

- 2% 43.000 €",50 km ,Aut. 7 marce ,"Giu, 2025",Diesel,Nuova,110kW (150CV) ,,01033 Civita Castellana (VT),
"Audi A3
allstreet 35 TDI S tronic Identity Contrast Pronta",allstreet 35 TDI S tronic Identity Contrast Pronta,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-c5a83374d069f610?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-c5a83374d069f610?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44, 43.700 €,10 km ,Aut. 7 marce ,"Ott, 2024",Diesel,Nuova,110kW (150CV) ,,06024 Gubbio (PG),
"Audi A3
SPB 35 TDI S tronic",SPB 35 TDI S tronic,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-168401df5ec7ff15?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-168401df5ec7ff15?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44, 43.700 €,5 km ,Aut. 7 marce ,"Set, 2023",Diesel,Nuova,110kW (150CV) ,,41126 Modena (MO),
,,,,,,,,,,,,,
"Audi A3
allstreet 35 TDI S tronic Identity Contrast Pronta",allstreet 35 TDI S tronic Identity Contrast Pronta,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-1fc215b4369c81bd?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-1fc215b4369c81bd?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44, 43.800 €,10 km ,Aut. 7 marce ,"Ott, 2024",Diesel,Nuova,110kW (150CV) ,,06024 Gubbio (PG),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-35aa5598ef5eb73c?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-35aa5598ef5eb73c?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D44, 43.890 €,10 km ,Aut. 7 marce ,"Gen, 2025",Diesel,Nuova,110kW (150CV) ,,20812 Limbiate (MB),
